,17%,25%,50%,75%,83%
mu.bRG[Intercept],1.25346167773191,1.83231161801119,3.68466762241176,5.63255578915903,6.359309852546
mu.bRG[Coral],0.546039336578901,0.802882186729791,1.64276116459762,2.70628413765221,3.20909939859889
mu.bRG[CoralxCoral],-3.13855849174678,-2.58767921526232,-1.47199321017845,-0.661413400865532,-0.430386272912559
mu.bRG[Sand],-1.88438121782115,-1.44668179799144,-0.680922198759003,-0.240256811289572,-0.128570605640446
mu.bRG[CCA],0.198199071325518,0.31670050413355,0.759319040289381,1.46854865411689,1.86118946116427
mu.bRG[Depth],0.249693854520305,0.375930923496787,0.793628083759312,1.3791937792587,1.6634755587785
mu.bRG[Complexity],0.339208676884513,0.50398342044144,1.01902591498158,1.64088836223317,1.92306144929347
mu.bRG[Visibility],0.15670054849011,0.263936789595652,0.706556207813594,1.44868607617742,1.86793708538218
mu.bRG[SST],-1.75085504821323,-1.33390440249553,-0.581437956729823,-0.143651607444705,-0.042501905085423
mu.bRG[Waves],-0.0698865782149817,0.0503092291597628,0.538216914755191,1.43811416951646,1.90137166446727
mu.bRG[WavesxWaves],-1.82005802736381,-1.31531187824442,-0.454275862132397,-0.0130374128859142,0.183432488005796
mu.bRG[Human Density],-1.80372379276745,-1.42053816040371,-0.728930399563108,-0.295393568756566,-0.174419033409428
